"Opps","Form","ItemId","Subject","Grade","Reporting_Category","Knowledge_and_Skill","Subject_Grade","difficulty","P.Value","ScorePoints","model","P0","P1","P2"
"Opportunity 3","Medium","A33127","Natural Science",5,"1.Biology","1.Biology.4","Natural Science_G5",0.532205763476137,0.75,1,"logit",1,0.532205763476137,0
"Opportunity 3","Medium","A58031","Natural Science",5,"2.Physics","2.Physics.5","Natural Science_G5",0.316511008023883,0.67,1,"logit",1,0.316511008023883,0
"Opportunity 1","Medium","A86974","Natural Science",5,"4.Chemistry","4.Chemistry.4","Natural Science_G5",-0.975621284193582,0.75,1,"logit",1,-0.975621284193582,0
"Opportunity 1","Medium","A39598","Natural Science",5,"2.Physics","2.Physics.4","Natural Science_G5",-0.30697685382072,0.61,1,"logit",1,-0.30697685382072,0
"Opportunity 1","Medium","A67086","Language Arts",4,"1.Vocabulary","1.Vocabulary.1","Language Arts_G4",1.58983570313293,0.55,1,"logit",1,1.58983570313293,0
"Opportunity 2","Medium","A21621","Math",3,"3.Geometry","3.Geometry.1","Math_G3",1.51604470765607,0.45,2,"adjacent logit",-2.28357778486706,5.31566720017921,NA
"Opportunity 2","Medium","A71527","Math",3,"4.Measurement","4.Measurement.1","Math_G3",-0.914631741047854,0.33,1,"logit",1,-0.914631741047854,0
"Opportunity 3","Medium","A68793","Natural Science",5,"2.Physics","2.Physics.1","Natural Science_G5",0.803922046511155,0.63,1,"logit",1,0.803922046511155,0
"Opportunity 3","Medium","A90347","Math",3,"4.Measurement","4.Measurement.3","Math_G3",0.834811770347343,0.78,1,"logit",1,0.834811770347343,0
"Opportunity 1","Medium","A32344","Math",3,"4.Measurement","4.Measurement.2","Math_G3",0.307130869874062,0.53,1,"logit",1,0.307130869874062,0
"Opportunity 1","Medium","A79289","Math",3,"4.Measurement","4.Measurement.6","Math_G3",-0.362021423493325,0.5,1,"logit",1,-0.362021423493325,0
"Opportunity 1","Medium","A35209","Language Arts",4,"3.Grammar","3.Grammar.2","Language Arts_G4",0.199440295696457,0.79,1,"logit",1,0.199440295696457,0
"Opportunity 3","Medium","A55300","Math",3,"3.Geometry","3.Geometry.6","Math_G3",-0.665068326496425,0.64,2,"adjacent logit",-2.0967104948818,0.766573841888951,NA
"Opportunity 2","Medium","A20815","Math",3,"3.Geometry","3.Geometry.1","Math_G3",0.964780541034614,0.59,1,"logit",1,0.964780541034614,0
"Opportunity 3","Medium","A15427","Natural Science",5,"3.Earth Science","3.Earth Science.5","Natural Science_G5",0.850875642419922,0.49,1,"logit",1,0.850875642419922,0
"Opportunity 3","Medium","A74094","Math",3,"2.Algebra","2.Algebra.1","Math_G3",0.17635024129097,0.42,1,"logit",1,0.17635024129097,0
"Opportunity 1","Medium","A83861","Math",3,"2.Algebra","2.Algebra.4","Math_G3",1.11484350227688,0.7,1,"logit",1,1.11484350227688,0
"Opportunity 1","Medium","A22840","Language Arts",4,"2.Reading","2.Reading.4","Language Arts_G4",1.46749657414543,0.49,2,"adjacent logit",-1.2076342701879,4.14262741847876,NA
"Opportunity 2","Medium","A81289","Language Arts",4,"1.Vocabulary","1.Vocabulary.2","Language Arts_G4",1.37871232856977,0.31,1,"logit",1,1.37871232856977,0
"Opportunity 3","Medium","A41715","Natural Science",5,"2.Physics","2.Physics.5","Natural Science_G5",1.55169969475746,0.38,1,"logit",1,1.55169969475746,0
"Opportunity 1","Medium","A85734","Math",3,"1.Probability","1.Probability.3","Math_G3",0.113657132461863,0.75,1,"logit",1,0.113657132461863,0
"Opportunity 2","Medium","A38353","Math",3,"2.Algebra","2.Algebra.3","Math_G3",0.783196004837194,0.67,2,"adjacent logit",0.142090291840251,1.42430171783414,NA
"Opportunity 1","Medium","A59730","Math",3,"2.Algebra","2.Algebra.2","Math_G3",0.799481984325645,0.8,1,"logit",1,0.799481984325645,0
"Opportunity 1","Medium","A10179","Natural Science",5,"1.Biology","1.Biology.6","Natural Science_G5",0.128401918659507,0.46,1,"logit",1,0.128401918659507,0
"Opportunity 2","Medium","A95979","Math",3,"4.Measurement","4.Measurement.4","Math_G3",1.62002270630489,0.3,1,"logit",1,1.62002270630489,0
"Opportunity 1","Medium","A12017","Language Arts",4,"2.Reading","2.Reading.6","Language Arts_G4",1.36546881804453,0.66,2,"adjacent logit",-0.901005655249231,3.63194329133829,NA
"Opportunity 1","Medium","A72972","Language Arts",4,"2.Reading","2.Reading.1","Language Arts_G4",-0.0297334598753626,0.73,1,"logit",1,-0.0297334598753626,0
"Opportunity 2","Medium","A33478","Math",3,"3.Geometry","3.Geometry.3","Math_G3",-0.331748628916585,0.66,1,"logit",1,-0.331748628916585,0
"Opportunity 3","Medium","A67654","Math",3,"1.Probability","1.Probability.4","Math_G3",0.281166625538966,0.41,2,"adjacent logit",-3.8640416183183,4.42637486939623,NA
"Opportunity 1","Medium","A97877","Math",3,"3.Geometry","3.Geometry.3","Math_G3",0.102037804772676,0.61,1,"logit",1,0.102037804772676,0
"Opportunity 2","Medium","A20745","Math",3,"4.Measurement","4.Measurement.6","Math_G3",-1.08214672076491,0.67,1,"logit",1,-1.08214672076491,0
"Opportunity 3","Medium","A25990","Math",3,"1.Probability","1.Probability.5","Math_G3",-0.336832012450293,0.52,1,"logit",1,-0.336832012450293,0
"Opportunity 2","Medium","A18806","Math",3,"1.Probability","1.Probability.2","Math_G3",-2.11925232936531,0.68,1,"logit",1,-2.11925232936531,0
"Opportunity 3","Medium","A55385","Natural Science",5,"1.Biology","1.Biology.2","Natural Science_G5",0.657560619089558,0.51,1,"logit",1,0.657560619089558,0
"Opportunity 2","Medium","A92441","Math",3,"2.Algebra","2.Algebra.3","Math_G3",0.912368837105052,0.58,1,"logit",1,0.912368837105052,0
"Opportunity 3","Medium","A76827","Language Arts",4,"1.Vocabulary","1.Vocabulary.3","Language Arts_G4",0.71697633206954,0.36,1,"logit",1,0.71697633206954,0
"Opportunity 2","Medium","A42895","Math",3,"3.Geometry","3.Geometry.1","Math_G3",-0.0241378454267903,0.55,1,"logit",1,-0.0241378454267903,0
"Opportunity 2","Medium","A75679","Language Arts",4,"4.Writing","4.Writing.6","Language Arts_G4",-0.544368502652426,0.63,1,"logit",1,-0.544368502652426,0
"Opportunity 1","Medium","A74369","Language Arts",4,"2.Reading","2.Reading.5","Language Arts_G4",0.682827410277437,0.31,2,"adjacent logit",-1.87537127309733,3.2410260936522,NA
"Opportunity 1","Medium","A37748","Natural Science",5,"2.Physics","2.Physics.1","Natural Science_G5",-0.714967651371754,0.7,1,"logit",1,-0.714967651371754,0
"Opportunity 1","Medium","A40474","Language Arts",4,"1.Vocabulary","1.Vocabulary.3","Language Arts_G4",0.259836327086777,0.32,1,"logit",1,0.259836327086777,0
"Opportunity 2","Medium","A41944","Math",3,"4.Measurement","4.Measurement.4","Math_G3",0.623459712019804,0.67,2,"adjacent logit",-1.43599948129358,2.68291890533319,NA
"Opportunity 2","Medium","A85394","Natural Science",5,"3.Earth Science","3.Earth Science.2","Natural Science_G5",0.349033735038849,0.67,1,"logit",1,0.349033735038849,0
"Opportunity 3","Medium","A28159","Math",3,"1.Probability","1.Probability.1","Math_G3",2.44156951402209,0.68,1,"logit",1,2.44156951402209,0
"Opportunity 2","Medium","A44491","Natural Science",5,"1.Biology","1.Biology.2","Natural Science_G5",-0.993744585467978,0.46,1,"logit",1,-0.993744585467978,0
"Opportunity 1","Medium","A13998","Natural Science",5,"1.Biology","1.Biology.3","Natural Science_G5",-0.138432597287057,0.61,2,"adjacent logit",-2.48550683957692,2.2086416450028,NA
"Opportunity 1","Medium","A56190","Language Arts",4,"3.Grammar","3.Grammar.4","Language Arts_G4",-0.843846288234105,0.58,1,"logit",1,-0.843846288234105,0
"Opportunity 2","Medium","A67563","Natural Science",5,"4.Chemistry","4.Chemistry.4","Natural Science_G5",0.161904647356338,0.45,1,"logit",1,0.161904647356338,0
"Opportunity 2","Medium","A58966","Language Arts",4,"1.Vocabulary","1.Vocabulary.3","Language Arts_G4",0.648710442376204,0.75,1,"logit",1,0.648710442376204,0
"Opportunity 1","Medium","A26421","Language Arts",4,"2.Reading","2.Reading.3","Language Arts_G4",-0.487414358568166,0.63,1,"logit",1,-0.487414358568166,0
"Opportunity 1","Medium","A40019","Language Arts",4,"2.Reading","2.Reading.4","Language Arts_G4",0.541902490577719,0.74,1,"logit",1,0.541902490577719,0
"Opportunity 2","Medium","A95801","Language Arts",4,"3.Grammar","3.Grammar.3","Language Arts_G4",0.776460200944987,0.33,2,"adjacent logit",-2.68217934585264,4.23509974774261,NA
"Opportunity 1","Medium","A85379","Language Arts",4,"3.Grammar","3.Grammar.2","Language Arts_G4",-0.639596364636643,0.76,1,"logit",1,-0.639596364636643,0
"Opportunity 3","Medium","A58728","Language Arts",4,"3.Grammar","3.Grammar.4","Language Arts_G4",0.404452515089654,0.52,1,"logit",1,0.404452515089654,0
"Opportunity 1","Medium","A70076","Language Arts",4,"4.Writing","4.Writing.1","Language Arts_G4",0.200027854131136,0.58,1,"logit",1,0.200027854131136,0
"Opportunity 1","Medium","A57940","Natural Science",5,"2.Physics","2.Physics.5","Natural Science_G5",0.732688882300093,0.47,1,"logit",1,0.732688882300093,0
"Opportunity 2","Medium","A96014","Language Arts",4,"2.Reading","2.Reading.5","Language Arts_G4",-1.13456940909947,0.68,2,"adjacent logit",-1.66247356791555,-0.606665250283392,NA
"Opportunity 2","Medium","A92629","Natural Science",5,"4.Chemistry","4.Chemistry.1","Natural Science_G5",2.29177385150894,0.53,1,"logit",1,2.29177385150894,0
"Opportunity 3","Medium","A82302","Natural Science",5,"3.Earth Science","3.Earth Science.6","Natural Science_G5",-0.638250079198779,0.61,1,"logit",1,-0.638250079198779,0
"Opportunity 2","Medium","A85709","Natural Science",5,"3.Earth Science","3.Earth Science.1","Natural Science_G5",1.32308266586076,0.69,1,"logit",1,1.32308266586076,0
"Opportunity 1","Medium","A50253","Math",3,"1.Probability","1.Probability.5","Math_G3",-1.55715230199389,0.68,1,"logit",1,-1.55715230199389,0
"Opportunity 1","Medium","A71770","Natural Science",5,"2.Physics","2.Physics.6","Natural Science_G5",-0.719671264692932,0.46,1,"logit",1,-0.719671264692932,0
"Opportunity 2","Medium","A42286","Math",3,"1.Probability","1.Probability.4","Math_G3",0.533317966952504,0.45,1,"logit",1,0.533317966952504,0
"Opportunity 1","Medium","A69120","Math",3,"3.Geometry","3.Geometry.4","Math_G3",-0.72275196902866,0.59,1,"logit",1,-0.72275196902866,0
"Opportunity 2","Medium","A58479","Natural Science",5,"2.Physics","2.Physics.4","Natural Science_G5",-0.126136965230014,0.59,1,"logit",1,-0.126136965230014,0
"Opportunity 1","Medium","A92520","Math",3,"3.Geometry","3.Geometry.1","Math_G3",0.982435633679992,0.78,2,"adjacent logit",-1.16475077024609,3.12962203760607,NA
"Opportunity 2","Medium","A81326","Natural Science",5,"2.Physics","2.Physics.5","Natural Science_G5",1.09689057533351,0.5,2,"adjacent logit",-3.86604944296869,6.05983059363572,NA
"Opportunity 1","Medium","A69748","Natural Science",5,"1.Biology","1.Biology.6","Natural Science_G5",0.394530447048748,0.45,1,"logit",1,0.394530447048748,0
"Opportunity 1","Medium","A92721","Math",3,"3.Geometry","3.Geometry.2","Math_G3",-1.11759542748101,0.74,2,"adjacent logit",-2.43577370966178,0.20058285469976,NA
"Opportunity 2","Medium","A28788","Math",3,"4.Measurement","4.Measurement.4","Math_G3",-2.19796561175605,0.36,1,"logit",1,-2.19796561175605,0
"Opportunity 2","Medium","A64766","Math",3,"2.Algebra","2.Algebra.5","Math_G3",-0.347742568705698,0.69,1,"logit",1,-0.347742568705698,0
"Opportunity 3","Medium","A90633","Language Arts",4,"1.Vocabulary","1.Vocabulary.4","Language Arts_G4",-1.69546235401116,0.65,1,"logit",1,-1.69546235401116,0
"Opportunity 2","Medium","A99277","Math",3,"3.Geometry","3.Geometry.4","Math_G3",-0.301321388961843,0.68,1,"logit",1,-0.301321388961843,0
"Opportunity 3","Medium","A17848","Natural Science",5,"2.Physics","2.Physics.4","Natural Science_G5",0.378469228082206,0.74,1,"logit",1,0.378469228082206,0
"Opportunity 2","Medium","A61801","Natural Science",5,"1.Biology","1.Biology.5","Natural Science_G5",-0.499662169481439,0.55,1,"logit",1,-0.499662169481439,0
"Opportunity 1","Medium","A47204","Math",3,"4.Measurement","4.Measurement.4","Math_G3",-1.257885730633,0.74,1,"logit",1,-1.257885730633,0
"Opportunity 3","Medium","A61461","Natural Science",5,"3.Earth Science","3.Earth Science.6","Natural Science_G5",-0.622279593173569,0.36,1,"logit",1,-0.622279593173569,0
"Opportunity 3","Medium","A82043","Language Arts",4,"2.Reading","2.Reading.2","Language Arts_G4",-1.03449115699426,0.64,2,"adjacent logit",-2.91468266349588,0.845700349507362,NA
"Opportunity 1","Medium","A57331","Math",3,"3.Geometry","3.Geometry.5","Math_G3",0.339024809648704,0.58,1,"logit",1,0.339024809648704,0
"Opportunity 2","Medium","A91659","Math",3,"1.Probability","1.Probability.6","Math_G3",0.146898636781639,0.59,1,"logit",1,0.146898636781639,0
"Opportunity 2","Medium","A92341","Language Arts",4,"1.Vocabulary","1.Vocabulary.6","Language Arts_G4",0.0705466918460111,0.71,1,"logit",1,0.0705466918460111,0
"Opportunity 3","Medium","A31299","Math",3,"4.Measurement","4.Measurement.4","Math_G3",0.0563892365412758,0.49,1,"logit",1,0.0563892365412758,0
"Opportunity 2","Medium","A36570","Natural Science",5,"1.Biology","1.Biology.1","Natural Science_G5",1.23298799333186,0.47,2,"adjacent logit",0.0768580354005497,2.38911795126318,NA
"Opportunity 1","Medium","A49349","Natural Science",5,"4.Chemistry","4.Chemistry.4","Natural Science_G5",0.200443785240892,0.43,1,"logit",1,0.200443785240892,0
"Opportunity 3","Medium","A23661","Math",3,"4.Measurement","4.Measurement.3","Math_G3",-1.08213607588547,0.6,1,"logit",1,-1.08213607588547,0
"Opportunity 3","Medium","A12345","Math",3,"3.Geometry","3.Geometry.1","Math_G3",-0.91240858076245,0.58,1,"logit",1,-0.91240858076245,0
"Opportunity 2","Medium","A32777","Natural Science",5,"3.Earth Science","3.Earth Science.4","Natural Science_G5",-1.05530193567531,0.45,1,"logit",1,-1.05530193567531,0
"Opportunity 2","Medium","A32406","Math",3,"3.Geometry","3.Geometry.1","Math_G3",-0.617797617080752,0.46,1,"logit",1,-0.617797617080752,0
"Opportunity 1","Medium","A36311","Language Arts",4,"2.Reading","2.Reading.6","Language Arts_G4",0.840709614676582,0.55,1,"logit",1,0.840709614676582,0
"Opportunity 2","Medium","A53301","Language Arts",4,"4.Writing","4.Writing.5","Language Arts_G4",0.190752665041471,0.47,1,"logit",1,0.190752665041471,0
"Opportunity 2","Medium","A93512","Math",3,"3.Geometry","3.Geometry.1","Math_G3",-1.27211117291757,0.44,2,"adjacent logit",-1.33931267839111,-1.20490966744403,NA
"Opportunity 3","Medium","A55185","Language Arts",4,"2.Reading","2.Reading.6","Language Arts_G4",1.79667731320375,0.3,1,"logit",1,1.79667731320375,0
"Opportunity 1","Medium","A45422","Natural Science",5,"2.Physics","2.Physics.1","Natural Science_G5",0.409062625463962,0.56,1,"logit",1,0.409062625463962,0
"Opportunity 2","Medium","A68151","Math",3,"1.Probability","1.Probability.6","Math_G3",0.485216284148426,0.79,1,"logit",1,0.485216284148426,0
"Opportunity 2","Medium","A92041","Natural Science",5,"2.Physics","2.Physics.3","Natural Science_G5",0.529830759515499,0.55,1,"logit",1,0.529830759515499,0
"Opportunity 1","Medium","A87590","Math",3,"2.Algebra","2.Algebra.5","Math_G3",1.09103410601974,0.75,2,"adjacent logit",-0.734238057455079,2.91630626949455,NA
"Opportunity 1","Medium","A21837","Language Arts",4,"1.Vocabulary","1.Vocabulary.4","Language Arts_G4",0.547326641752432,0.3,2,"adjacent logit",-1.66915417550445,2.76380745900931,NA
"Opportunity 2","Medium","A47162","Natural Science",5,"1.Biology","1.Biology.6","Natural Science_G5",-1.80164876711097,0.59,1,"logit",1,-1.80164876711097,0
"Opportunity 2","Medium","A77066","Natural Science",5,"3.Earth Science","3.Earth Science.6","Natural Science_G5",-1.2822143911541,0.6,1,"logit",1,-1.2822143911541,0
"Opportunity 3","Medium","A92476","Natural Science",5,"1.Biology","1.Biology.3","Natural Science_G5",0.995198811803293,0.78,2,"adjacent logit",-0.916241945206171,2.90663956881276,NA
"Opportunity 3","Medium","A33295","Language Arts",4,"4.Writing","4.Writing.6","Language Arts_G4",-0.34760275200517,0.3,1,"logit",1,-0.34760275200517,0
"Opportunity 1","Medium","A43395","Language Arts",4,"3.Grammar","3.Grammar.4","Language Arts_G4",0.569079479914218,0.37,1,"logit",1,0.569079479914218,0
"Opportunity 3","Medium","A33242","Language Arts",4,"2.Reading","2.Reading.6","Language Arts_G4",0.488905509499353,0.44,1,"logit",1,0.488905509499353,0
"Opportunity 3","Medium","A85822","Math",3,"2.Algebra","2.Algebra.1","Math_G3",-1.25066419582755,0.42,1,"logit",1,-1.25066419582755,0
"Opportunity 2","Medium","A74743","Language Arts",4,"4.Writing","4.Writing.2","Language Arts_G4",1.30254028500884,0.47,1,"logit",1,1.30254028500884,0
"Opportunity 2","Medium","A64470","Natural Science",5,"2.Physics","2.Physics.2","Natural Science_G5",-0.328860662795328,0.49,1,"logit",1,-0.328860662795328,0
"Opportunity 3","Medium","A33042","Natural Science",5,"4.Chemistry","4.Chemistry.2","Natural Science_G5",-0.0291584442766078,0.48,1,"logit",1,-0.0291584442766078,0
"Opportunity 2","Medium","A53481","Math",3,"1.Probability","1.Probability.6","Math_G3",-1.03304136325474,0.33,1,"logit",1,-1.03304136325474,0
"Opportunity 1","Medium","A65790","Natural Science",5,"3.Earth Science","3.Earth Science.3","Natural Science_G5",1.95009108906374,0.49,1,"logit",1,1.95009108906374,0
"Opportunity 3","Medium","A83280","Natural Science",5,"4.Chemistry","4.Chemistry.1","Natural Science_G5",0.381443256487457,0.54,1,"logit",1,0.381443256487457,0
"Opportunity 3","Medium","A99737","Math",3,"3.Geometry","3.Geometry.4","Math_G3",0.554234648391016,0.63,2,"adjacent logit",-1.01867619707153,2.12714549385356,NA
"Opportunity 2","Medium","A87154","Math",3,"1.Probability","1.Probability.6","Math_G3",0.0367254124992517,0.7,1,"logit",1,0.0367254124992517,0
"Opportunity 2","Medium","A66998","Natural Science",5,"2.Physics","2.Physics.5","Natural Science_G5",1.01998534562587,0.51,1,"logit",1,1.01998534562587,0
"Opportunity 3","Medium","A36738","Math",3,"3.Geometry","3.Geometry.2","Math_G3",-1.10735214058909,0.52,1,"logit",1,-1.10735214058909,0
"Opportunity 2","Medium","A25356","Language Arts",4,"2.Reading","2.Reading.1","Language Arts_G4",1.22365060151836,0.69,1,"logit",1,1.22365060151836,0
"Opportunity 2","Medium","A34566","Language Arts",4,"4.Writing","4.Writing.6","Language Arts_G4",-1.02060072489498,0.53,1,"logit",1,-1.02060072489498,0
"Opportunity 2","Medium","A63292","Language Arts",4,"4.Writing","4.Writing.6","Language Arts_G4",1.16017041539159,0.52,1,"logit",1,1.16017041539159,0
"Opportunity 1","Medium","A77874","Math",3,"1.Probability","1.Probability.1","Math_G3",-0.7335425696813,0.36,1,"logit",1,-0.7335425696813,0
"Opportunity 3","Medium","A38879","Natural Science",5,"3.Earth Science","3.Earth Science.3","Natural Science_G5",0.887522863807898,0.53,1,"logit",1,0.887522863807898,0
"Opportunity 1","Medium","A40623","Natural Science",5,"3.Earth Science","3.Earth Science.1","Natural Science_G5",0.600219370388411,0.42,1,"logit",1,0.600219370388411,0
"Opportunity 3","Medium","A19462","Language Arts",4,"3.Grammar","3.Grammar.2","Language Arts_G4",1.44426462399364,0.6,1,"logit",1,1.44426462399364,0
"Opportunity 2","Medium","A97846","Math",3,"4.Measurement","4.Measurement.3","Math_G3",-1.24230109711657,0.79,2,"adjacent logit",-2.68855360704807,0.203951412814937,NA
"Opportunity 3","Medium","A90259","Math",3,"1.Probability","1.Probability.5","Math_G3",-1.123431045943,0.43,2,"adjacent logit",-3.43430326605386,1.18744117416786,NA
"Opportunity 2","Medium","A96714","Language Arts",4,"2.Reading","2.Reading.4","Language Arts_G4",0.872206524459033,0.54,1,"logit",1,0.872206524459033,0
"Opportunity 1","Medium","A76552","Natural Science",5,"3.Earth Science","3.Earth Science.4","Natural Science_G5",1.4091724361807,0.73,1,"logit",1,1.4091724361807,0
"Opportunity 1","Medium","A47057","Math",3,"1.Probability","1.Probability.5","Math_G3",1.6859209969719,0.45,1,"logit",1,1.6859209969719,0
"Opportunity 2","Medium","A30750","Language Arts",4,"3.Grammar","3.Grammar.5","Language Arts_G4",1.74726058262125,0.31,2,"adjacent logit",-0.270703302013078,3.76522446725558,NA
"Opportunity 1","Medium","A15835","Language Arts",4,"2.Reading","2.Reading.3","Language Arts_G4",-0.726399430913461,0.74,1,"logit",1,-0.726399430913461,0
"Opportunity 3","Medium","A43829","Natural Science",5,"2.Physics","2.Physics.5","Natural Science_G5",0.365504871932317,0.35,1,"logit",1,0.365504871932317,0
"Opportunity 3","Medium","A75676","Language Arts",4,"4.Writing","4.Writing.5","Language Arts_G4",0.0915345997039365,0.53,1,"logit",1,0.0915345997039365,0
"Opportunity 2","Medium","A16157","Natural Science",5,"2.Physics","2.Physics.2","Natural Science_G5",0.705937688224702,0.4,1,"logit",1,0.705937688224702,0
"Opportunity 2","Medium","A16395","Language Arts",4,"3.Grammar","3.Grammar.6","Language Arts_G4",-2.42213194881108,0.38,1,"logit",1,-2.42213194881108,0
"Opportunity 2","Medium","A36732","Math",3,"2.Algebra","2.Algebra.5","Math_G3",-0.712245385104293,0.45,1,"logit",1,-0.712245385104293,0
"Opportunity 3","Medium","A49038","Natural Science",5,"3.Earth Science","3.Earth Science.1","Natural Science_G5",0.330563724072851,0.78,1,"logit",1,0.330563724072851,0
"Opportunity 3","Medium","A50946","Language Arts",4,"3.Grammar","3.Grammar.6","Language Arts_G4",0.74698391854699,0.48,1,"logit",1,0.74698391854699,0
"Opportunity 1","Medium","A19195","Natural Science",5,"1.Biology","1.Biology.2","Natural Science_G5",-0.624254493827447,0.71,2,"adjacent logit",-3.39554049596435,2.14703150830946,NA
"Opportunity 1","Medium","A12545","Language Arts",4,"1.Vocabulary","1.Vocabulary.6","Language Arts_G4",1.11008527134542,0.76,1,"logit",1,1.11008527134542,0
"Opportunity 3","Medium","A28448","Math",3,"2.Algebra","2.Algebra.2","Math_G3",-0.413884641165967,0.7,2,"adjacent logit",-3.34050643259716,2.51273715026523,NA
"Opportunity 1","Medium","A67105","Math",3,"3.Geometry","3.Geometry.1","Math_G3",-2.14716120571049,0.5,1,"logit",1,-2.14716120571049,0
"Opportunity 2","Medium","A95153","Language Arts",4,"3.Grammar","3.Grammar.1","Language Arts_G4",-1.11246696376673,0.58,1,"logit",1,-1.11246696376673,0
"Opportunity 1","Medium","A39807","Natural Science",5,"3.Earth Science","3.Earth Science.6","Natural Science_G5",-0.892558254805654,0.79,1,"logit",1,-0.892558254805654,0
"Opportunity 3","Medium","A63639","Language Arts",4,"4.Writing","4.Writing.6","Language Arts_G4",-0.383992426047052,0.77,1,"logit",1,-0.383992426047052,0
"Opportunity 1","Medium","A74634","Math",3,"3.Geometry","3.Geometry.2","Math_G3",0.385102905073159,0.8,1,"logit",1,0.385102905073159,0
"Opportunity 2","Medium","A74090","Language Arts",4,"2.Reading","2.Reading.4","Language Arts_G4",-0.460988633639027,0.3,1,"logit",1,-0.460988633639027,0
"Opportunity 2","Medium","A61723","Natural Science",5,"4.Chemistry","4.Chemistry.5","Natural Science_G5",0.189295004019595,0.67,1,"logit",1,0.189295004019595,0
"Opportunity 1","Medium","A34738","Natural Science",5,"3.Earth Science","3.Earth Science.3","Natural Science_G5",-0.0511105935168405,0.4,1,"logit",1,-0.0511105935168405,0
"Opportunity 2","Medium","A38047","Natural Science",5,"1.Biology","1.Biology.3","Natural Science_G5",0.212512266508684,0.5,1,"logit",1,0.212512266508684,0
"Opportunity 2","Medium","A23488","Natural Science",5,"3.Earth Science","3.Earth Science.6","Natural Science_G5",-0.380775445586991,0.8,2,"adjacent logit",-2.7161538472835,1.95460295610952,NA
"Opportunity 1","Medium","A46174","Math",3,"1.Probability","1.Probability.3","Math_G3",-0.888533371537142,0.78,1,"logit",1,-0.888533371537142,0
"Opportunity 2","Medium","A17211","Math",3,"4.Measurement","4.Measurement.6","Math_G3",1.81270346487375,0.7,1,"logit",1,1.81270346487375,0
"Opportunity 2","Medium","A78957","Math",3,"1.Probability","1.Probability.5","Math_G3",1.54856542564803,0.53,2,"adjacent logit",0.900998966792381,2.19613188450367,NA
"Opportunity 1","Medium","A60075","Language Arts",4,"3.Grammar","3.Grammar.2","Language Arts_G4",0.198286437081227,0.71,1,"logit",1,0.198286437081227,0
"Opportunity 3","Medium","A84340","Language Arts",4,"2.Reading","2.Reading.6","Language Arts_G4",0.903171161241893,0.62,1,"logit",1,0.903171161241893,0
"Opportunity 1","Medium","A94738","Natural Science",5,"3.Earth Science","3.Earth Science.3","Natural Science_G5",-1.3153873403781,0.42,1,"logit",1,-1.3153873403781,0
"Opportunity 3","Medium","A15556","Math",3,"4.Measurement","4.Measurement.1","Math_G3",0.502773873325033,0.66,1,"logit",1,0.502773873325033,0
"Opportunity 2","Medium","A37359","Math",3,"2.Algebra","2.Algebra.6","Math_G3",0.262676565909324,0.39,2,"adjacent logit",-2.99869897660574,3.52405210842439,NA
"Opportunity 2","Medium","A66416","Math",3,"3.Geometry","3.Geometry.2","Math_G3",0.414261371985433,0.61,2,"adjacent logit",0.383430020041548,0.445092723929319,NA
"Opportunity 3","Medium","A68083","Natural Science",5,"3.Earth Science","3.Earth Science.2","Natural Science_G5",-0.409386617760215,0.79,1,"logit",1,-0.409386617760215,0
"Opportunity 1","Medium","A61842","Math",3,"1.Probability","1.Probability.3","Math_G3",-1.90351036277363,0.41,1,"logit",1,-1.90351036277363,0
"Opportunity 2","Medium","A39354","Math",3,"4.Measurement","4.Measurement.4","Math_G3",0.238375603274095,0.34,1,"logit",1,0.238375603274095,0
"Opportunity 1","Medium","A26652","Natural Science",5,"2.Physics","2.Physics.5","Natural Science_G5",0.645911382851973,0.57,1,"logit",1,0.645911382851973,0
"Opportunity 1","Medium","A84199","Language Arts",4,"4.Writing","4.Writing.3","Language Arts_G4",0.692989464587724,0.53,2,"adjacent logit",-0.236917614157253,1.6228965433327,NA
"Opportunity 1","Medium","A34256","Math",3,"4.Measurement","4.Measurement.3","Math_G3",0.0797593146361615,0.75,1,"logit",1,0.0797593146361615,0
"Opportunity 3","Medium","A92019","Natural Science",5,"3.Earth Science","3.Earth Science.6","Natural Science_G5",0.0144763380256484,0.61,1,"logit",1,0.0144763380256484,0
"Opportunity 1","Medium","A95005","Math",3,"3.Geometry","3.Geometry.3","Math_G3",-1.60237743058837,0.54,1,"logit",1,-1.60237743058837,0
"Opportunity 1","Medium","A28097","Language Arts",4,"2.Reading","2.Reading.3","Language Arts_G4",-0.364697859571369,0.3,1,"logit",1,-0.364697859571369,0
"Opportunity 1","Medium","A69198","Natural Science",5,"2.Physics","2.Physics.6","Natural Science_G5",0.946873810508192,0.38,1,"logit",1,0.946873810508192,0
"Opportunity 2","Medium","A74303","Math",3,"2.Algebra","2.Algebra.5","Math_G3",-0.0900618010096711,0.3,1,"logit",1,-0.0900618010096711,0
"Opportunity 1","Medium","A56181","Natural Science",5,"1.Biology","1.Biology.5","Natural Science_G5",-0.9569750780781,0.4,1,"logit",1,-0.9569750780781,0
"Opportunity 2","Medium","A15257","Language Arts",4,"4.Writing","4.Writing.3","Language Arts_G4",-0.194826961553316,0.74,1,"logit",1,-0.194826961553316,0
"Opportunity 2","Medium","A81608","Natural Science",5,"2.Physics","2.Physics.6","Natural Science_G5",-1.38351091730033,0.44,1,"logit",1,-1.38351091730033,0
