Opps,Form,ItemId,Subject,Grade,Reporting_Category,Knowledge_and_Skill,Subject_Grade,difficulty,P.Value
Opportunity 1,Medium,A15835,Language Arts,4,2.Reading,2.Reading.3,Language Arts_G4,-0.7263994309134607,0.74
Opportunity 3,Medium,A43829,Natural Science,5,2.Physics,2.Physics.5,Natural Science_G5,0.36550487193231734,0.35
Opportunity 3,Medium,A75676,Language Arts,4,4.Writing,4.Writing.5,Language Arts_G4,0.09153459970393646,0.53
Opportunity 2,Medium,A16157,Natural Science,5,2.Physics,2.Physics.2,Natural Science_G5,0.7059376882247018,0.4
Opportunity 2,Medium,A16395,Language Arts,4,3.Grammar,3.Grammar.6,Language Arts_G4,-2.422131948811078,0.38
Opportunity 2,Medium,A36732,Math,3,2.Algebra,2.Algebra.5,Math_G3,-0.7122453851042927,0.45
Opportunity 3,Medium,A49038,Natural Science,5,3.Earth Science,3.Earth Science.1,Natural Science_G5,0.3305637240728508,0.78
Opportunity 3,Medium,A50946,Language Arts,4,3.Grammar,3.Grammar.6,Language Arts_G4,0.7469839185469896,0.48
Opportunity 1,Medium,A19195,Natural Science,5,1.Biology,1.Biology.2,Natural Science_G5,-0.6242544938274471,0.71
Opportunity 1,Medium,A12545,Language Arts,4,1.Vocabulary,1.Vocabulary.6,Language Arts_G4,1.1100852713454201,0.76
Opportunity 3,Medium,A28448,Math,3,2.Algebra,2.Algebra.2,Math_G3,-0.4138846411659673,0.7
Opportunity 1,Medium,A67105,Math,3,3.Geometry,3.Geometry.1,Math_G3,-2.1471612057104936,0.5
Opportunity 2,Medium,A95153,Language Arts,4,3.Grammar,3.Grammar.1,Language Arts_G4,-1.1124669637667344,0.58
Opportunity 1,Medium,A39807,Natural Science,5,3.Earth Science,3.Earth Science.6,Natural Science_G5,-0.8925582548056543,0.79
Opportunity 3,Medium,A63639,Language Arts,4,4.Writing,4.Writing.6,Language Arts_G4,-0.3839924260470523,0.77
Opportunity 1,Medium,A74634,Math,3,3.Geometry,3.Geometry.2,Math_G3,0.3851029050731586,0.8
Opportunity 2,Medium,A74090,Language Arts,4,2.Reading,2.Reading.4,Language Arts_G4,-0.46098863363902676,0.3
Opportunity 2,Medium,A61723,Natural Science,5,4.Chemistry,4.Chemistry.5,Natural Science_G5,0.1892950040195952,0.67
Opportunity 1,Medium,A34738,Natural Science,5,3.Earth Science,3.Earth Science.3,Natural Science_G5,-0.051110593516840525,0.4
Opportunity 2,Medium,A38047,Natural Science,5,1.Biology,1.Biology.3,Natural Science_G5,0.212512266508684,0.5
Opportunity 2,Medium,A23488,Natural Science,5,3.Earth Science,3.Earth Science.6,Natural Science_G5,-0.3807754455869907,0.8
Opportunity 1,Medium,A46174,Math,3,1.Probability,1.Probability.3,Math_G3,-0.8885333715371422,0.78
Opportunity 2,Medium,A17211,Math,3,4.Measurement,4.Measurement.6,Math_G3,1.81270346487375,0.7
Opportunity 2,Medium,A78957,Math,3,1.Probability,1.Probability.5,Math_G3,1.5485654256480257,0.53
Opportunity 1,Medium,A60075,Language Arts,4,3.Grammar,3.Grammar.2,Language Arts_G4,0.19828643708122665,0.71
Opportunity 3,Medium,A84340,Language Arts,4,2.Reading,2.Reading.6,Language Arts_G4,0.9031711612418932,0.62
Opportunity 1,Medium,A94738,Natural Science,5,3.Earth Science,3.Earth Science.3,Natural Science_G5,-1.315387340378105,0.42
Opportunity 3,Medium,A15556,Math,3,4.Measurement,4.Measurement.1,Math_G3,0.5027738733250334,0.66
Opportunity 2,Medium,A37359,Math,3,2.Algebra,2.Algebra.6,Math_G3,0.2626765659093245,0.39
Opportunity 2,Medium,A66416,Math,3,3.Geometry,3.Geometry.2,Math_G3,0.4142613719854331,0.61
Opportunity 3,Medium,A68083,Natural Science,5,3.Earth Science,3.Earth Science.2,Natural Science_G5,-0.40938661776021495,0.79
Opportunity 1,Medium,A61842,Math,3,1.Probability,1.Probability.3,Math_G3,-1.9035103627736312,0.41
Opportunity 2,Medium,A39354,Math,3,4.Measurement,4.Measurement.4,Math_G3,0.2383756032740952,0.34
Opportunity 1,Medium,A26652,Natural Science,5,2.Physics,2.Physics.5,Natural Science_G5,0.645911382851973,0.57
Opportunity 1,Medium,A84199,Language Arts,4,4.Writing,4.Writing.3,Language Arts_G4,0.692989464587724,0.53
Opportunity 1,Medium,A34256,Math,3,4.Measurement,4.Measurement.3,Math_G3,0.07975931463616152,0.75
Opportunity 3,Medium,A92019,Natural Science,5,3.Earth Science,3.Earth Science.6,Natural Science_G5,0.014476338025648397,0.61
Opportunity 1,Medium,A95005,Math,3,3.Geometry,3.Geometry.3,Math_G3,-1.6023774305883738,0.54
Opportunity 1,Medium,A28097,Language Arts,4,2.Reading,2.Reading.3,Language Arts_G4,-0.36469785957136924,0.3
Opportunity 1,Medium,A69198,Natural Science,5,2.Physics,2.Physics.6,Natural Science_G5,0.9468738105081916,0.38
Opportunity 2,Medium,A74303,Math,3,2.Algebra,2.Algebra.5,Math_G3,-0.0900618010096711,0.3
Opportunity 1,Medium,A56181,Natural Science,5,1.Biology,1.Biology.5,Natural Science_G5,-0.9569750780780999,0.4
Opportunity 2,Medium,A15257,Language Arts,4,4.Writing,4.Writing.3,Language Arts_G4,-0.19482696155331644,0.74
Opportunity 2,Medium,A81608,Natural Science,5,2.Physics,2.Physics.6,Natural Science_G5,-1.3835109173003253,0.44
Opportunity 1,Medium,A35780,Natural Science,5,1.Biology,1.Biology.3,Natural Science_G5,0.18883976959142706,0.48
Opportunity 2,Medium,A97746,Math,3,4.Measurement,4.Measurement.5,Math_G3,-1.6798892805156875,0.65
Opportunity 3,Medium,A14965,Language Arts,4,1.Vocabulary,1.Vocabulary.1,Language Arts_G4,-0.1434015474608274,0.45
Opportunity 2,Medium,A37891,Math,3,2.Algebra,2.Algebra.4,Math_G3,-0.35244610448366726,0.41
Opportunity 1,Medium,A86786,Natural Science,5,4.Chemistry,4.Chemistry.4,Natural Science_G5,-0.6813718157258305,0.74
Opportunity 1,Medium,A76688,Language Arts,4,3.Grammar,3.Grammar.4,Language Arts_G4,0.13061557951825614,0.4
Opportunity 1,Medium,A84623,Math,3,1.Probability,1.Probability.5,Math_G3,-0.19537715758786545,0.43
Opportunity 1,Medium,A97340,Math,3,3.Geometry,3.Geometry.5,Math_G3,0.5523743399093843,0.42
Opportunity 1,Medium,A69385,Language Arts,4,4.Writing,4.Writing.1,Language Arts_G4,-0.6639317156085949,0.58
Opportunity 3,Medium,A85031,Math,3,3.Geometry,3.Geometry.1,Math_G3,0.8957603084997284,0.57
Opportunity 1,Medium,A87767,Natural Science,5,1.Biology,1.Biology.5,Natural Science_G5,-1.571570831758134,0.64
Opportunity 3,Medium,A80876,Natural Science,5,3.Earth Science,3.Earth Science.5,Natural Science_G5,0.48087309946401896,0.79
Opportunity 2,Medium,A56758,Natural Science,5,4.Chemistry,4.Chemistry.4,Natural Science_G5,0.4075948858160502,0.41
Opportunity 1,Medium,A17631,Language Arts,4,1.Vocabulary,1.Vocabulary.3,Language Arts_G4,-0.2243272393793801,0.68
Opportunity 2,Medium,A21100,Natural Science,5,1.Biology,1.Biology.1,Natural Science_G5,0.47234694685254563,0.66
Opportunity 2,Medium,A21715,Math,3,1.Probability,1.Probability.2,Math_G3,-1.3133438209161628,0.76
Opportunity 2,Medium,A11794,Language Arts,4,4.Writing,4.Writing.3,Language Arts_G4,1.043422550140464,0.41
Opportunity 1,Medium,A48224,Language Arts,4,1.Vocabulary,1.Vocabulary.2,Language Arts_G4,1.1741973188123387,0.52
Opportunity 1,Medium,A57036,Math,3,1.Probability,1.Probability.4,Math_G3,-0.4063928698910778,0.54
Opportunity 2,Medium,A14908,Language Arts,4,1.Vocabulary,1.Vocabulary.2,Language Arts_G4,0.5697258928731044,0.65
Opportunity 3,Medium,A73856,Language Arts,4,2.Reading,2.Reading.6,Language Arts_G4,-0.024989050114943567,0.3
Opportunity 2,Medium,A44970,Natural Science,5,2.Physics,2.Physics.3,Natural Science_G5,0.9384240143094347,0.44
Opportunity 1,Medium,A95227,Language Arts,4,4.Writing,4.Writing.1,Language Arts_G4,0.8049215374944859,0.62
Opportunity 2,Medium,A55996,Math,3,3.Geometry,3.Geometry.6,Math_G3,1.0117928895819075,0.72
Opportunity 1,Medium,A40479,Math,3,4.Measurement,4.Measurement.2,Math_G3,0.5834173460132965,0.78
Opportunity 3,Medium,A95918,Language Arts,4,1.Vocabulary,1.Vocabulary.5,Language Arts_G4,-0.9737076292324753,0.34
Opportunity 3,Medium,A57430,Natural Science,5,1.Biology,1.Biology.3,Natural Science_G5,1.322598180030715,0.58
Opportunity 3,Medium,A45563,Natural Science,5,4.Chemistry,4.Chemistry.1,Natural Science_G5,1.5801515420733379,0.73
Opportunity 2,Medium,A75061,Math,3,3.Geometry,3.Geometry.3,Math_G3,0.3415598526424001,0.37
Opportunity 1,Medium,A48389,Natural Science,5,3.Earth Science,3.Earth Science.5,Natural Science_G5,0.415306220444351,0.64
Opportunity 1,Medium,A45082,Math,3,3.Geometry,3.Geometry.6,Math_G3,1.6364545136281312,0.45
Opportunity 2,Medium,A79954,Natural Science,5,4.Chemistry,4.Chemistry.3,Natural Science_G5,0.5665521210833004,0.58
Opportunity 3,Medium,A16645,Math,3,1.Probability,1.Probability.3,Math_G3,-0.20235574153118563,0.59
Opportunity 1,Medium,A99641,Language Arts,4,4.Writing,4.Writing.1,Language Arts_G4,-0.6584333375313471,0.57
Opportunity 1,Medium,A98844,Natural Science,5,1.Biology,1.Biology.2,Natural Science_G5,0.22132233972593163,0.34
Opportunity 1,Medium,A96038,Language Arts,4,4.Writing,4.Writing.3,Language Arts_G4,0.04850221355977839,0.72
Opportunity 1,Medium,A66506,Language Arts,4,2.Reading,2.Reading.1,Language Arts_G4,0.9846154683415501,0.79
Opportunity 1,Medium,A45276,Natural Science,5,4.Chemistry,4.Chemistry.6,Natural Science_G5,0.8567524185443639,0.49
Opportunity 1,Medium,A19753,Math,3,3.Geometry,3.Geometry.5,Math_G3,0.5425185586148753,0.72
Opportunity 1,Medium,A11326,Natural Science,5,3.Earth Science,3.Earth Science.1,Natural Science_G5,0.4807793628607168,0.37
Opportunity 2,Medium,A59100,Math,3,1.Probability,1.Probability.5,Math_G3,-1.8496565397751725,0.41
Opportunity 2,Medium,A72133,Language Arts,4,4.Writing,4.Writing.6,Language Arts_G4,-0.1292058391021635,0.66
Opportunity 1,Medium,A78006,Language Arts,4,4.Writing,4.Writing.5,Language Arts_G4,-1.0793197558750374,0.33
Opportunity 2,Medium,A91739,Math,3,3.Geometry,3.Geometry.3,Math_G3,-0.4889565355645011,0.7
Opportunity 3,Medium,A93903,Math,3,2.Algebra,2.Algebra.3,Math_G3,-1.306307679101486,0.69
Opportunity 2,Medium,A82715,Natural Science,5,3.Earth Science,3.Earth Science.1,Natural Science_G5,1.1806618440377772,0.68
Opportunity 3,Medium,A58033,Math,3,1.Probability,1.Probability.6,Math_G3,-0.3863151799107281,0.61
Opportunity 3,Medium,A15886,Language Arts,4,4.Writing,4.Writing.6,Language Arts_G4,-1.6128198594136864,0.76
Opportunity 1,Medium,A51609,Natural Science,5,4.Chemistry,4.Chemistry.2,Natural Science_G5,1.9415570088863292,0.44
Opportunity 1,Medium,A94331,Math,3,2.Algebra,2.Algebra.4,Math_G3,1.3346502728324499,0.69
Opportunity 2,Medium,A49447,Language Arts,4,4.Writing,4.Writing.2,Language Arts_G4,0.0928445674762889,0.53
Opportunity 3,Medium,A58978,Natural Science,5,4.Chemistry,4.Chemistry.3,Natural Science_G5,0.5448580850301289,0.58
Opportunity 1,Medium,A81842,Natural Science,5,4.Chemistry,4.Chemistry.3,Natural Science_G5,0.3172340800601509,0.72
Opportunity 2,Medium,A73002,Math,3,4.Measurement,4.Measurement.5,Math_G3,1.1188335425075455,0.48
Opportunity 2,Medium,A95124,Language Arts,4,4.Writing,4.Writing.5,Language Arts_G4,0.5641522385058102,0.64
Opportunity 1,Medium,A56778,Math,3,4.Measurement,4.Measurement.4,Math_G3,-2.4838541775710055,0.52
Opportunity 2,Medium,A80011,Math,3,2.Algebra,2.Algebra.4,Math_G3,-1.3087866308858023,0.75
Opportunity 2,Medium,A76170,Language Arts,4,2.Reading,2.Reading.2,Language Arts_G4,1.8003800645779904,0.67
Opportunity 3,Medium,A44757,Language Arts,4,4.Writing,4.Writing.2,Language Arts_G4,-1.3019553260284396,0.57
Opportunity 3,Medium,A59734,Language Arts,4,2.Reading,2.Reading.5,Language Arts_G4,1.0886823432685597,0.63
Opportunity 3,Medium,A36333,Language Arts,4,4.Writing,4.Writing.4,Language Arts_G4,0.6871427589675407,0.7
Opportunity 2,Medium,A74738,Math,3,4.Measurement,4.Measurement.5,Math_G3,-0.491506253830815,0.66
Opportunity 3,Medium,A12433,Math,3,2.Algebra,2.Algebra.5,Math_G3,0.800910142910356,0.78
Opportunity 1,Medium,A70461,Language Arts,4,3.Grammar,3.Grammar.6,Language Arts_G4,-0.2847025186592452,0.56
Opportunity 3,Medium,A63921,Language Arts,4,4.Writing,4.Writing.2,Language Arts_G4,0.25099987798531953,0.77
Opportunity 3,Medium,A98672,Natural Science,5,2.Physics,2.Physics.4,Natural Science_G5,-2.4987441233717473,0.52
Opportunity 2,Medium,A79963,Natural Science,5,3.Earth Science,3.Earth Science.6,Natural Science_G5,0.9512863253678276,0.48
Opportunity 1,Medium,A83857,Natural Science,5,2.Physics,2.Physics.5,Natural Science_G5,0.5684523228357915,0.39
Opportunity 3,Medium,A20350,Math,3,4.Measurement,4.Measurement.1,Math_G3,1.0023786044770326,0.74
Opportunity 2,Medium,A42287,Language Arts,4,4.Writing,4.Writing.6,Language Arts_G4,-0.904717660129224,0.39
Opportunity 2,Medium,A74670,Math,3,2.Algebra,2.Algebra.1,Math_G3,-0.2669121576059318,0.49
Opportunity 3,Medium,A69960,Math,3,4.Measurement,4.Measurement.2,Math_G3,0.8918189870801849,0.58
Opportunity 2,Medium,A47241,Language Arts,4,3.Grammar,3.Grammar.1,Language Arts_G4,-0.3775967353553934,0.37
Opportunity 3,Medium,A15762,Language Arts,4,2.Reading,2.Reading.3,Language Arts_G4,-0.9499803766022764,0.66
Opportunity 2,Medium,A58487,Natural Science,5,2.Physics,2.Physics.2,Natural Science_G5,-0.37509295650511554,0.49
Opportunity 1,Medium,A32933,Language Arts,4,2.Reading,2.Reading.3,Language Arts_G4,-0.6968111772629775,0.72
Opportunity 2,Medium,A76759,Language Arts,4,4.Writing,4.Writing.2,Language Arts_G4,-1.1874020298911285,0.46
Opportunity 3,Medium,A15854,Math,3,3.Geometry,3.Geometry.1,Math_G3,0.5763723140754138,0.65
Opportunity 1,Medium,A75876,Language Arts,4,2.Reading,2.Reading.6,Language Arts_G4,0.7055367622957274,0.37
Opportunity 1,Medium,A27326,Math,3,1.Probability,1.Probability.4,Math_G3,2.7026689463349545,0.47
Opportunity 3,Medium,A27399,Natural Science,5,3.Earth Science,3.Earth Science.1,Natural Science_G5,-0.20191652273052657,0.31
Opportunity 1,Medium,A60517,Language Arts,4,4.Writing,4.Writing.5,Language Arts_G4,0.280258343025686,0.43
Opportunity 2,Medium,A70616,Language Arts,4,3.Grammar,3.Grammar.2,Language Arts_G4,1.0178478166502392,0.45
Opportunity 3,Medium,A37101,Math,3,1.Probability,1.Probability.3,Math_G3,-1.50732353780832,0.47
Opportunity 1,Medium,A39797,Math,3,1.Probability,1.Probability.5,Math_G3,2.1279247082810615,0.67
Opportunity 1,Medium,A70333,Natural Science,5,2.Physics,2.Physics.5,Natural Science_G5,0.7583357396886209,0.61
Opportunity 1,Medium,A45715,Language Arts,4,2.Reading,2.Reading.5,Language Arts_G4,0.46680811367714276,0.56
Opportunity 2,Medium,A61045,Math,3,3.Geometry,3.Geometry.6,Math_G3,0.2304781557597518,0.53
Opportunity 3,Medium,A84667,Math,3,3.Geometry,3.Geometry.5,Math_G3,1.4704484908577378,0.56
Opportunity 1,Medium,A74939,Language Arts,4,1.Vocabulary,1.Vocabulary.4,Language Arts_G4,-2.7207540106848644,0.74
Opportunity 2,Medium,A66262,Math,3,3.Geometry,3.Geometry.6,Math_G3,1.7725530179315119,0.42
Opportunity 1,Medium,A99365,Language Arts,4,4.Writing,4.Writing.2,Language Arts_G4,0.8522746493900254,0.44
Opportunity 2,Medium,A42525,Math,3,2.Algebra,2.Algebra.2,Math_G3,-0.392915594780701,0.38
Opportunity 3,Medium,A33579,Math,3,4.Measurement,4.Measurement.6,Math_G3,0.34649159335298324,0.61
Opportunity 2,Medium,A51704,Natural Science,5,2.Physics,2.Physics.4,Natural Science_G5,0.2134872848907223,0.56
Opportunity 2,Hard,A35335,Natural Science,5,1.Biology,1.Biology.3,Natural Science_G5,0.5262747128064373,0.29
Opportunity 1,Hard,A52806,Natural Science,5,2.Physics,2.Physics.5,Natural Science_G5,1.3350845549499,0.03
Opportunity 1,Hard,A69206,Natural Science,5,2.Physics,2.Physics.1,Natural Science_G5,1.5890006381192872,0.12
Opportunity 3,Hard,A60277,Math,3,3.Geometry,3.Geometry.3,Math_G3,1.7980333719989636,0.47
Opportunity 3,Hard,A30373,Language Arts,4,2.Reading,2.Reading.3,Language Arts_G4,1.6600206603183785,0.21
Opportunity 3,Hard,A28157,Math,3,1.Probability,1.Probability.4,Math_G3,2.782809491665858,0.34
Opportunity 1,Hard,A75687,Language Arts,4,4.Writing,4.Writing.1,Language Arts_G4,0.6429269773484563,0.13
Opportunity 3,Hard,A24321,Math,3,1.Probability,1.Probability.5,Math_G3,0.046321163323503445,0.35
Opportunity 1,Hard,A93118,Language Arts,4,3.Grammar,3.Grammar.5,Language Arts_G4,-0.7509485818570163,0.06
Opportunity 2,Hard,A68564,Natural Science,5,1.Biology,1.Biology.5,Natural Science_G5,0.2315461349826321,0.11
Opportunity 3,Hard,A72392,Math,3,3.Geometry,3.Geometry.5,Math_G3,1.9291450404029022,0.4
Opportunity 1,Hard,A28353,Math,3,4.Measurement,4.Measurement.3,Math_G3,0.4516911685261314,0.06
Opportunity 2,Hard,A60750,Natural Science,5,2.Physics,2.Physics.5,Natural Science_G5,-0.24649464166396928,0.19
Opportunity 2,Hard,A78959,Language Arts,4,1.Vocabulary,1.Vocabulary.3,Language Arts_G4,0.6477103086281009,0.18
Opportunity 3,Hard,A82312,Natural Science,5,3.Earth Science,3.Earth Science.3,Natural Science_G5,1.3056854319836582,0.24
Opportunity 2,Hard,A17073,Natural Science,5,2.Physics,2.Physics.5,Natural Science_G5,0.781394162189282,0.16
Opportunity 3,Hard,A32940,Math,3,1.Probability,1.Probability.5,Math_G3,0.6208102361336418,0.45
Opportunity 1,Hard,A24646,Math,3,1.Probability,1.Probability.5,Math_G3,0.16264219252199386,0.0
Opportunity 2,Hard,A89317,Language Arts,4,1.Vocabulary,1.Vocabulary.4,Language Arts_G4,0.9809087995363064,0.37
Opportunity 3,Hard,A27050,Math,3,1.Probability,1.Probability.3,Math_G3,-0.5789583989297198,0.45
Opportunity 3,Hard,A75962,Language Arts,4,2.Reading,2.Reading.1,Language Arts_G4,-0.1981258687837859,0.23
Opportunity 2,Hard,A23951,Language Arts,4,3.Grammar,3.Grammar.3,Language Arts_G4,-0.20531212166151414,0.11
Opportunity 3,Hard,A14172,Natural Science,5,1.Biology,1.Biology.5,Natural Science_G5,1.3917717362275945,0.48
Opportunity 3,Hard,A62318,Math,3,4.Measurement,4.Measurement.3,Math_G3,-1.4049245223626616,0.48
Opportunity 1,Hard,A99137,Natural Science,5,4.Chemistry,4.Chemistry.4,Natural Science_G5,0.3151605211332905,0.35
Opportunity 2,Hard,A71071,Language Arts,4,1.Vocabulary,1.Vocabulary.6,Language Arts_G4,2.4320882407836493,0.21
Opportunity 1,Hard,A51362,Natural Science,5,3.Earth Science,3.Earth Science.1,Natural Science_G5,-0.024838603972013762,0.12
Opportunity 2,Hard,A21274,Natural Science,5,4.Chemistry,4.Chemistry.1,Natural Science_G5,-0.7335850557008776,0.2
Opportunity 1,Hard,A90467,Math,3,2.Algebra,2.Algebra.3,Math_G3,1.000237666692951,0.31
Opportunity 2,Hard,A80399,Language Arts,4,3.Grammar,3.Grammar.5,Language Arts_G4,1.4163949221359458,0.11
Opportunity 2,Hard,A60808,Math,3,2.Algebra,2.Algebra.5,Math_G3,2.4811621901349836,0.37
Opportunity 1,Hard,A26836,Math,3,2.Algebra,2.Algebra.3,Math_G3,-1.5626807534847076,0.28
Opportunity 3,Hard,A22912,Math,3,1.Probability,1.Probability.5,Math_G3,0.9136910066308193,0.06
Opportunity 2,Hard,A74849,Language Arts,4,1.Vocabulary,1.Vocabulary.3,Language Arts_G4,1.619535591243109,0.09
Opportunity 3,Hard,A50593,Language Arts,4,3.Grammar,3.Grammar.6,Language Arts_G4,0.6256850689617466,0.27
Opportunity 3,Hard,A33234,Language Arts,4,2.Reading,2.Reading.5,Language Arts_G4,0.3710386167516258,0.23
Opportunity 3,Hard,A38367,Language Arts,4,4.Writing,4.Writing.2,Language Arts_G4,0.3582024291949045,0.3
Opportunity 1,Hard,A49344,Math,3,2.Algebra,2.Algebra.2,Math_G3,0.022630193461001258,0.28
Opportunity 3,Hard,A57864,Natural Science,5,4.Chemistry,4.Chemistry.1,Natural Science_G5,-1.0210919317111862,0.46
Opportunity 2,Hard,A48205,Natural Science,5,2.Physics,2.Physics.6,Natural Science_G5,1.8731146085133306,0.24
Opportunity 1,Hard,A25645,Math,3,1.Probability,1.Probability.1,Math_G3,-0.8802851069145923,0.26
Opportunity 3,Hard,A93526,Natural Science,5,4.Chemistry,4.Chemistry.2,Natural Science_G5,-1.512749213320533,0.14
Opportunity 3,Hard,A86494,Math,3,2.Algebra,2.Algebra.1,Math_G3,2.1738657934367698,0.46
Opportunity 3,Hard,A94421,Language Arts,4,1.Vocabulary,1.Vocabulary.1,Language Arts_G4,-1.2868027294672697,0.48
Opportunity 1,Hard,A53899,Language Arts,4,4.Writing,4.Writing.5,Language Arts_G4,-1.0684073135267862,0.31
Opportunity 2,Hard,A61998,Math,3,2.Algebra,2.Algebra.5,Math_G3,0.596221946621238,0.46
Opportunity 2,Hard,A86227,Natural Science,5,1.Biology,1.Biology.1,Natural Science_G5,1.9349584686677912,0.31
Opportunity 3,Hard,A32050,Natural Science,5,1.Biology,1.Biology.6,Natural Science_G5,-0.6542995245760828,0.04
Opportunity 2,Hard,A98141,Language Arts,4,1.Vocabulary,1.Vocabulary.1,Language Arts_G4,0.6113471720171426,0.37
Opportunity 1,Hard,A95331,Math,3,1.Probability,1.Probability.1,Math_G3,1.5875235362657036,0.08
Opportunity 2,Hard,A34655,Math,3,4.Measurement,4.Measurement.4,Math_G3,0.42121386121413595,0.09
Opportunity 2,Hard,A73774,Language Arts,4,2.Reading,2.Reading.2,Language Arts_G4,1.0267881788735167,0.46
Opportunity 2,Hard,A39524,Natural Science,5,1.Biology,1.Biology.2,Natural Science_G5,1.56476843261843,0.45
Opportunity 3,Hard,A69476,Language Arts,4,3.Grammar,3.Grammar.4,Language Arts_G4,-1.223176687798637,0.13
Opportunity 3,Hard,A69246,Natural Science,5,4.Chemistry,4.Chemistry.4,Natural Science_G5,0.7950477448608534,0.33
Opportunity 2,Hard,A65398,Math,3,1.Probability,1.Probability.2,Math_G3,-0.46459377156557236,0.45
Opportunity 3,Hard,A66178,Natural Science,5,4.Chemistry,4.Chemistry.5,Natural Science_G5,1.6868638686493058,0.19
Opportunity 2,Hard,A92695,Natural Science,5,3.Earth Science,3.Earth Science.6,Natural Science_G5,1.1408300266901563,0.02
Opportunity 2,Hard,A12457,Math,3,3.Geometry,3.Geometry.3,Math_G3,2.168161497819169,0.44
Opportunity 3,Hard,A32505,Math,3,2.Algebra,2.Algebra.2,Math_G3,0.6726743368357502,0.15
Opportunity 2,Hard,A89445,Language Arts,4,3.Grammar,3.Grammar.5,Language Arts_G4,0.1441830951465244,0.29
Opportunity 3,Hard,A34692,Natural Science,5,3.Earth Science,3.Earth Science.6,Natural Science_G5,0.3239993535064463,0.26
Opportunity 1,Hard,A51519,Math,3,3.Geometry,3.Geometry.5,Math_G3,2.699871207194735,0.4
Opportunity 2,Hard,A56517,Math,3,4.Measurement,4.Measurement.1,Math_G3,1.2090972092557322,0.41
Opportunity 1,Hard,A37527,Natural Science,5,4.Chemistry,4.Chemistry.5,Natural Science_G5,1.9085006529650976,0.07
Opportunity 3,Hard,A21033,Language Arts,4,1.Vocabulary,1.Vocabulary.2,Language Arts_G4,0.6037612967194389,0.37
Opportunity 3,Hard,A74259,Natural Science,5,1.Biology,1.Biology.4,Natural Science_G5,0.5667223990657315,0.28
Opportunity 2,Hard,A46654,Language Arts,4,1.Vocabulary,1.Vocabulary.5,Language Arts_G4,1.2268654544312172,0.03
Opportunity 2,Hard,A19037,Math,3,4.Measurement,4.Measurement.2,Math_G3,1.7921235912145392,0.45
Opportunity 2,Hard,A48676,Math,3,1.Probability,1.Probability.3,Math_G3,-0.9882947103498869,0.21
Opportunity 3,Hard,A99299,Language Arts,4,1.Vocabulary,1.Vocabulary.3,Language Arts_G4,0.6700834453189393,0.38
Opportunity 2,Hard,A79982,Natural Science,5,2.Physics,2.Physics.5,Natural Science_G5,0.4657647297361167,0.28
Opportunity 1,Hard,A73811,Natural Science,5,1.Biology,1.Biology.4,Natural Science_G5,1.888465718312978,0.48
Opportunity 3,Hard,A28573,Language Arts,4,1.Vocabulary,1.Vocabulary.4,Language Arts_G4,-0.5922576512593951,0.24
Opportunity 2,Hard,A28668,Natural Science,5,1.Biology,1.Biology.5,Natural Science_G5,1.06913883009172,0.08
Opportunity 1,Hard,A48467,Language Arts,4,1.Vocabulary,1.Vocabulary.1,Language Arts_G4,3.566517691448186,0.34
Opportunity 2,Hard,A23882,Language Arts,4,2.Reading,2.Reading.4,Language Arts_G4,-1.272882356906562,0.25
Opportunity 1,Hard,A50117,Natural Science,5,3.Earth Science,3.Earth Science.5,Natural Science_G5,0.48017154054132904,0.26
Opportunity 3,Hard,A14738,Math,3,3.Geometry,3.Geometry.3,Math_G3,0.13064298170181887,0.26
Opportunity 2,Hard,A31937,Natural Science,5,1.Biology,1.Biology.4,Natural Science_G5,1.6689088071814666,0.23
Opportunity 1,Hard,A50608,Math,3,4.Measurement,4.Measurement.1,Math_G3,0.8333163915670312,0.12
Opportunity 2,Hard,A90459,Math,3,4.Measurement,4.Measurement.5,Math_G3,2.0314862043076856,0.0
Opportunity 3,Hard,A13021,Language Arts,4,4.Writing,4.Writing.1,Language Arts_G4,0.6650249812394409,0.2
Opportunity 3,Hard,A73480,Language Arts,4,2.Reading,2.Reading.2,Language Arts_G4,0.7625472786042718,0.16
Opportunity 2,Hard,A69003,Language Arts,4,4.Writing,4.Writing.4,Language Arts_G4,0.0982945428036397,0.22
Opportunity 1,Hard,A26797,Natural Science,5,1.Biology,1.Biology.6,Natural Science_G5,3.5010034127596716,0.32
Opportunity 3,Hard,A78451,Language Arts,4,4.Writing,4.Writing.1,Language Arts_G4,1.6091886832713216,0.12
Opportunity 3,Hard,A91698,Language Arts,4,4.Writing,4.Writing.6,Language Arts_G4,-1.11358855003063,0.39
Opportunity 2,Hard,A63951,Natural Science,5,4.Chemistry,4.Chemistry.6,Natural Science_G5,0.08318622923159791,0.2
Opportunity 2,Hard,A33901,Natural Science,5,2.Physics,2.Physics.3,Natural Science_G5,0.8399466614292916,0.12
Opportunity 3,Hard,A79988,Natural Science,5,2.Physics,2.Physics.6,Natural Science_G5,0.5527466052372304,0.26
Opportunity 2,Hard,A74423,Natural Science,5,3.Earth Science,3.Earth Science.3,Natural Science_G5,0.21020231499168807,0.41
Opportunity 1,Hard,A56539,Natural Science,5,3.Earth Science,3.Earth Science.2,Natural Science_G5,-0.28677706943518033,0.39
